course_title,institution,link,course_type,course_duration,competency_1,proficiency_levels_1,competency_2,proficiency_levels_2,competency_3,proficiency_levels_3,competency_4,proficiency_levels_4,competency_5,proficiency_levels_5,competency_6,proficiency_levels_6,competency_7,proficiency_levels_7,competency_8,proficiency_levels_8,competency_9,proficiency_levels_9,competency_10,proficiency_levels_10,competency_11,proficiency_levels_11,competency_12,proficiency_levels_12,competency_13,proficiency_levels_13,competency_14,proficiency_levels_14,competency_15,proficiency_levels_15,competency_16,proficiency_levels_16,competency_17,proficiency_levels_17,competency_18,proficiency_levels_18,competency_19,proficiency_levels_19,competency_20,proficiency_levels_20,competency_21,proficiency_levels_21,competency_22,proficiency_levels_22,competency_23,proficiency_levels_23,competency_24,proficiency_levels_24,competency_25,proficiency_levels_25,competency_26,proficiency_levels_26,competency_27,proficiency_levels_27,competency_28,proficiency_levels_28,competency_29,proficiency_levels_29,competency_30,proficiency_levels_30,competency_31,proficiency_levels_31,competency_32,proficiency_levels_32,competency_33,proficiency_levels_33,competency_34,proficiency_levels_34,competency_35,proficiency_levels_35,competency_36,proficiency_levels_36,competency_37,proficiency_levels_37,competency_38,proficiency_levels_38,competency_39,proficiency_levels_39,competency_40,proficiency_levels_40,competency_41,proficiency_levels_41,competency_42,proficiency_levels_42,competency_43,proficiency_levels_43,competency_44,proficiency_levels_44,competency_45,proficiency_levels_45,competency_46,proficiency_levels_46,competency_47,proficiency_levels_47,competency_48,proficiency_levels_48,competency_49,proficiency_levels_49,competency_50,proficiency_levels_50
Essential Communications for the Audit Lifecycle,Management Concepts,https://www.managementconcepts.com/course/id/5840?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Interpersonal Skills,1,Oral Communications,"1,2,3",Influencing and Negotiating,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audit Interviews: Skills for Success,Management Concepts,https://www.managementconcepts.com/course/id/5848?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Interpersonal Skills,1,Oral Communications,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managing Contracting Organizations,Management Concepts,https://www.managementconcepts.com/course/id/1403?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Interpersonal Skills,"1,2",Human Capital Management,2,Developing Others,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moving Beyond Generational Differences,Management Concepts,https://www.managementconcepts.com/course/id/4366?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Leveraging Diversity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mission Driven Project Management: From Strategy to Action,Management Concepts,https://www.managementconcepts.com/course/id/6188?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Mission and Culture,1,Organizational Awareness,"1,3",Enterprise Perspective,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON 360: Contracting for Decision Makers,Management Concepts,https://www.managementconcepts.com/course/id/1360?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Mission and Culture,"1,2,3",Decision Making,2,Decision Support,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emotionally Intelligent Leadership,Management Concepts,https://www.managementconcepts.com/course/id/4004?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Organizational Awareness,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Management Essentials for Non-Project Managers,Management Concepts,https://www.managementconcepts.com/course/id/6131?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Project Management,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition of Agile Services,Management Concepts,https://www.managementconcepts.com/course/id/6002?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Project Management,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybrid PM I: Initiating and Planning Successful Projects,Management Concepts,https://www.managementconcepts.com/course/id/6015?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Project Management,"1,2,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hybrid PM II: Executing, Controlling, and Closing Successful Projects",Management Concepts,https://www.managementconcepts.com/course/id/6016?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Project Management,"1,2,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging Technologies: Robotic Process Automation, RPA",Management Concepts,https://www.managementconcepts.com/course/id/3800?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Robotic Process Automation,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerging Technologies - Cutting Edge Applications,Management Concepts,https://www.managementconcepts.com/course/id/3801?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Robotic Process Automation,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost-Benefit Analysis Using Microsoft Excel,Management Concepts,https://www.managementconcepts.com/course/id/5405?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Technology Proficiency,1,Decision Support,"2,3",Accounting Analysis,3,Critical Thinking,3,Decision Making,"3,4",Financial Management Analysis,"3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grammar Refresher,Management Concepts,https://www.managementconcepts.com/course/id/4316?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Written Communications,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Budget Execution,Management Concepts,https://www.managementconcepts.com/course/id/5122?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Accountability,"2,3","Budget Concepts, Policies and Principles","2,3,4",Budget Execution,"2,3,4",Financial Management Analysis,"2,3",Financial Stewardship,"2,3",Fundamentals and Operations of Budget,"2,3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preparing Federal Financial Statements Using the U.S. Standard General Ledger,Management Concepts,https://www.managementconcepts.com/course/id/5000?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Financial Reporting,"2,3","Audit Concepts, Policies and Principles",3,Fundamentals and Operations of Accounting,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appropriations Law Refresher and Update,Management Concepts,https://www.managementconcepts.com/course/id/5157?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Financial Stewardship,"2,3,4",Advanced Financial Management,"2,3","Budget Concepts, Policies and Principles","2,3",Budget Execution,"3,4,5","Financial Concepts, Policies and Principles","3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Antideficiency Act,Management Concepts,https://www.managementconcepts.com/course/id/5127?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Financial Stewardship,"2,3,4","Budget Concepts, Policies and Principles","2,3","Audit Concepts, Policies and Principles",3,Advanced Financial Management,"3,4,5",Budget Execution,"3,4,5",Financial Management Analysis,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intermediate Internal Control,Management Concepts,https://www.managementconcepts.com/course/id/5808?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Integrity and Honesty,2,Financial Stewardship,"2,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manage Risk Through Effective Enterprise Risk Management,Management Concepts,https://www.managementconcepts.com/course/id/5810?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Integrity and Honesty,"2,3",Enterprise Perspective,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reconciling with and Reporting to Treasury - Fund Balance With Treasury (FBWT),Management Concepts,https://www.managementconcepts.com/course/id/5281?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Accounting Analysis,"2,3","Audit Concepts, Policies and Principles",3,Financial Reporting,3,Fundamentals and Operations of Finance,3,Fundamentals and Operations of Accounting,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statements of Federal Financial Accounting Standards (SFFAS),Management Concepts,https://www.managementconcepts.com/course/id/5091?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,"Accounting Concepts, Policies and Principles","2,3",Fundamentals and Operations of Accounting,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiscal Law in DoD,Management Concepts,https://www.managementconcepts.com/course/id/5511?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Advanced Financial Management,"2,3","Budget Concepts, Policies and Principles","2,3",Financial Stewardship,"2,3,4",Budget Execution,"3,4,5","Financial Concepts, Policies and Principles","3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Understanding ERM, Internal Controls, and Fraud Prevention in the Federal Environment",Management Concepts,https://www.managementconcepts.com/course/id/5892?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Business Process Improvement,"2,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fundamentals of Overhead and Other Indirect Cost Rates,Management Concepts,https://www.managementconcepts.com/course/id/1052?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Contract Management,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Developing the Independent Government Cost Estimate,Management Concepts,https://www.managementconcepts.com/course/id/1125?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Contract Management,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Program Management,Management Concepts,https://www.managementconcepts.com/course/id/6190?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Enterprise Perspective,"2,3",Project Management,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preparation and Analysis of the SF 133,Management Concepts,https://www.managementconcepts.com/course/id/5233?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Financial Management Analysis,"2,3",Financial Reporting,"2,3",Fundamentals and Operations of Finance,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal Financial Statement Audits,Management Concepts,https://www.managementconcepts.com/course/id/5886?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Financial Management Systems,2,Financial Reporting,3,Fundamentals and Operations of Accounting,"4,5",Decision Support - Audit Execution,"3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Internal Control Over Reporting: Financial and Operational,Management Concepts,https://www.managementconcepts.com/course/id/5812?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Financial Stewardship,"2,3,4",Attention to Detail,"3,4",Financial Reporting,"3,4",Integrity and Honesty,"3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agile Project Management for the Federal Environment,Management Concepts,https://www.managementconcepts.com/course/id/6010?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Flexibility,"2,3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Procurement Innovation - FAR Flexibilities,Management Concepts,https://www.managementconcepts.com/course/id/1059?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Flexibility,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Program and Budget Analysis Using Microsoft Excel,Management Concepts,https://www.managementconcepts.com/course/id/5182?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Fundamentals and Operations of Budget,"2,3","Budget Formulation, Justification, and Presentation",3,Financial Management Analysis,"3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal Talent Acquisition,Management Concepts,https://www.managementconcepts.com/course/id/4921?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Human Capital Management,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leading and Managing High-Performing Project Teams,Management Concepts,https://www.managementconcepts.com/course/id/6183?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Team Building,"2,3,4",Resilience,"3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cybersecurity for Contracting Professionals,Management Concepts,https://www.managementconcepts.com/course/id/1040?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Technology Proficiency,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Performance Auditing,Management Concepts,https://www.managementconcepts.com/course/id/5888?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,"Audit Concepts, Policies and Principles",3,Audit Planning and Management,"1,3",Audit Reporting,"2,3",Decision Support - Audit Execution,"3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Cost Accounting for Decision Support,Management Concepts,https://www.managementconcepts.com/course/id/5292?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Accounting Analysis,3,Fundamentals and Operations of Accounting,"3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Internal Controls,Management Concepts,https://www.managementconcepts.com/course/id/5728?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,"Accounting Concepts, Policies and Principles",3,"Audit Concepts, Policies and Principles",3,Decision Making,4,Decision Support,"4,5",Audit Planning and Management,3,Audit Reporting,"3,4",Decision Support - Audit Execution,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preparing High-Impact Audit Reports,Management Concepts,https://www.managementconcepts.com/course/id/5802?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Attention to Detail,"3,4",Written Communications,4,Audit Reporting,"2,3,4",Decision Support - Audit Execution,"3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Management of Defense Working Capital Funds,Management Concepts,https://www.managementconcepts.com/course/id/5330?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Budget Execution,"3,4","Budget Formulation, Justification, and Presentation",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resolving Conflict,Management Concepts,https://www.managementconcepts.com/course/id/4364?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Conflict Management,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPM 332 - Progressive Contracting Strategies for Programs,Management Concepts,https://www.managementconcepts.com/course/id/6893?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Contract Management,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost and Price Analysis,Management Concepts,https://www.managementconcepts.com/course/id/1030?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Contract Management,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Service Skills and Techniques,Management Concepts,https://www.managementconcepts.com/course/id/4374?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Customer Service,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managing for Success in a Performance Audit,Management Concepts,https://www.managementconcepts.com/course/id/5320?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Decision Support,"3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Leadership Skills and Techniques,Management Concepts,https://www.managementconcepts.com/course/id/4002?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Developing Others,3,Organizational Awareness,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building and Sustaining Teams,Management Concepts,https://www.managementconcepts.com/course/id/4704?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Developing Others,3,Team Building,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
From Tactical to Strategic Thinking,Management Concepts,https://www.managementconcepts.com/course/id/4062?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Enterprise Perspective,3,Mission and Culture,3,Organizational Awareness,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capital Asset Planning and Justification Using OMB Criteria,Management Concepts,https://www.managementconcepts.com/course/id/5890?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,"Financial Concepts, Policies and Principles",3,Financial Management Analysis,"3,4,5",Influencing and Negotiating,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fostering Accountability, Adaptability & Resilience",Management Concepts,https://www.managementconcepts.com/course/id/4080?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,"Financial Concepts, Policies and Principles",3,Flexibility,3,Resilience,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leading Organizational Change,Management Concepts,https://www.managementconcepts.com/course/id/4712?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Flexibility,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR Essentials for Government Supervisors,Management Concepts,https://www.managementconcepts.com/course/id/4708?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Human Capital Management,3,Mission and Culture,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Influencing Skills,Management Concepts,https://www.managementconcepts.com/course/id/4363?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Influencing and Negotiating,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negotiation Skills,Management Concepts,https://www.managementconcepts.com/course/id/4365?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Influencing and Negotiating,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interpersonal Skills: Developing Effective Relationships,Management Concepts,https://www.managementconcepts.com/course/id/4367?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Interpersonal Skills,3,Oral Communications,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diversity of Thought: Fostering a Diverse and Inclusive Workplace,Management Concepts,https://www.managementconcepts.com/course/id/4097?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Leveraging Diversity,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strategic Planning in Federal Agencies,Management Concepts,https://www.managementconcepts.com/course/id/4750?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Mission and Culture,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Briefing and Presentation Skills,Management Concepts,https://www.managementconcepts.com/course/id/4318?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Oral Communications,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communicating Strategically,Management Concepts,https://www.managementconcepts.com/course/id/4320?utm_source=CFOportal&utm_medium=listing&utm_campaign=CFOTTEP&utm_id=23FM,,,Oral Communications,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
